Student_ID,Age,Gender,Academic_Level,Country,Avg_Daily_Usage_Hours,Most_Used_Platform,Affects_Academic_Performance,Sleep_Hours_Per_Night,Mental_Health_Score,Relationship_Status,Conflicts_Over_Social_Media,Addicted_Score
255.0,20.0,Female,Undergraduate,Australia,4.4,Instagram,No,7.4,7.0,Single,2.0,5.0
256.0,22.0,Male,Graduate,Germany,4.0,Facebook,No,7.6,8.0,In Relationship,2.0,4.0
257.0,19.0,Female,Undergraduate,Japan,3.4,LINE,No,8.2,8.0,Single,1.0,3.0
258.0,21.0,Male,Graduate,Italy,5.3,Instagram,Yes,6.8,5.0,Single,3.0,7.0
259.0,20.0,Female,Undergraduate,South Korea,5.0,KakaoTalk,Yes,6.7,6.0,In Relationship,3.0,6.0
260.0,22.0,Male,Graduate,Russia,4.4,VKontakte,No,7.6,7.0,Single,2.0,5.0
261.0,19.0,Female,Undergraduate,USA,6.6,TikTok,Yes,5.6,4.0,In Relationship,4.0,9.0
262.0,21.0,Male,Graduate,UK,5.3,Instagram,Yes,6.3,6.0,Single,3.0,7.0
263.0,,Female,Undergraduate,Australia,4.3,Facebook,No,7.5,7.0,In Relationship,2.0,5.0
264.0,22.0,Male,Graduate,Germany,3.8,Instagram,No,7.7,8.0,Single,1.0,4.0
265.0,19.0,Female,Undergraduate,Japan,3.3,LINE,No,8.3,8.0,Single,1.0,3.0
266.0,21.0,Male,Graduate,Italy,5.2,TikTok,Yes,6.9,5.0,In Relationship,3.0,8.0
267.0,20.0,Female,Undergraduate,South Korea,4.8,KakaoTalk,Yes,7.0,6.0,Single,3.0,6.0
268.0,22.0,Male,Graduate,Russia,4.3,VKontakte,No,7.7,7.0,In Relationship,2.0,5.0
269.0,19.0,Female,Undergraduate,USA,6.4,Instagram,Yes,5.7,4.0,Single,4.0,9.0
270.0,21.0,Male,Graduate,UK,5.2,Facebook,Yes,6.4,6.0,In Relationship,3.0,7.0
271.0,20.0,Female,Undergraduate,Australia,,Instagram,No,7.3,7.0,Single,2.0,5.0
,22.0,Male,Graduate,Germany,3.7,Facebook,No,7.8,8.0,In Relationship,1.0,4.0
273.0,19.0,Female,Undergraduate,Japan,3.2,LINE,No,8.4,8.0,Single,1.0,3.0
274.0,21.0,Male,,Italy,5.4,Instagram,Yes,6.7,5.0,Single,3.0,7.0
275.0,20.0,Female,Undergraduate,South Korea,4.7,KakaoTalk,Yes,7.1,6.0,In Relationship,3.0,6.0
276.0,22.0,Male,Graduate,Russia,4.2,VKontakte,No,7.8,7.0,Single,2.0,5.0
277.0,19.0,Female,Undergraduate,USA,6.6,TikTok,Yes,5.5,,In Relationship,4.0,9.0
278.0,21.0,Male,Graduate,UK,5.1,Instagram,Yes,6.5,6.0,Single,3.0,
279.0,20.0,Female,Undergraduate,Australia,4.4,Facebook,No,7.4,7.0,In Relationship,2.0,5.0
280.0,22.0,Male,Graduate,Germany,3.6,Instagram,No,7.9,8.0,Single,1.0,4.0
281.0,19.0,,Undergraduate,Japan,3.1,LINE,No,8.5,8.0,Single,1.0,3.0
282.0,21.0,Male,Graduate,Italy,5.3,TikTok,Yes,6.8,5.0,,3.0,8.0
283.0,,Female,Undergraduate,South Korea,4.6,KakaoTalk,Yes,7.2,6.0,Single,3.0,6.0
284.0,22.0,Male,Graduate,Russia,4.1,VKontakte,No,7.9,7.0,In Relationship,2.0,5.0
285.0,19.0,Female,Undergraduate,,6.7,Instagram,Yes,5.4,4.0,Single,4.0,9.0
286.0,21.0,Male,Graduate,UK,5.0,Facebook,Yes,6.6,6.0,In Relationship,3.0,7.0
287.0,20.0,Female,Undergraduate,Australia,4.3,Instagram,No,7.5,7.0,Single,2.0,5.0
288.0,22.0,Male,Graduate,Germany,3.5,Facebook,No,8.0,8.0,In Relationship,1.0,4.0
289.0,19.0,Female,Undergraduate,Japan,3.0,LINE,No,8.6,8.0,Single,1.0,3.0
290.0,21.0,Male,Graduate,Italy,5.2,Instagram,Yes,6.9,5.0,Single,3.0,7.0
291.0,20.0,Female,Undergraduate,South Korea,4.5,KakaoTalk,Yes,7.3,6.0,In Relationship,3.0,6.0
292.0,22.0,Male,Graduate,Russia,4.0,VKontakte,No,8.0,7.0,Single,2.0,5.0
293.0,19.0,Female,Undergraduate,USA,6.8,TikTok,Yes,5.3,4.0,In Relationship,4.0,9.0
294.0,21.0,Male,Graduate,UK,4.9,Instagram,Yes,6.7,6.0,Single,3.0,7.0
295.0,20.0,Female,Undergraduate,Australia,4.2,Facebook,No,7.6,7.0,In Relationship,2.0,5.0
296.0,22.0,Male,Graduate,Germany,3.4,Instagram,No,8.1,8.0,Single,1.0,4.0
297.0,19.0,Female,Undergraduate,Japan,2.9,LINE,No,8.7,8.0,Single,1.0,3.0
298.0,21.0,Male,Graduate,Italy,5.1,TikTok,Yes,7.0,5.0,In Relationship,3.0,8.0
299.0,20.0,Female,Undergraduate,South Korea,4.4,KakaoTalk,Yes,7.4,6.0,Single,3.0,6.0
300.0,22.0,Male,Graduate,Russia,3.9,VKontakte,No,8.1,7.0,In Relationship,2.0,5.0
301.0,,Female,Undergraduate,USA,6.9,Instagram,Yes,5.2,4.0,Single,4.0,9.0
302.0,21.0,Male,Graduate,UK,4.8,Facebook,Yes,6.8,6.0,In Relationship,3.0,7.0
303.0,20.0,Female,Undergraduate,Australia,4.1,Instagram,No,7.7,7.0,Single,2.0,5.0
304.0,22.0,Male,Graduate,Germany,3.3,Facebook,No,8.2,8.0,In Relationship,1.0,4.0
305.0,19.0,Female,Undergraduate,Japan,2.8,LINE,No,8.8,8.0,Single,,3.0
306.0,21.0,Male,Graduate,Italy,5.0,Instagram,Yes,7.1,5.0,Single,3.0,7.0
307.0,20.0,Female,Undergraduate,South Korea,4.3,KakaoTalk,Yes,7.5,6.0,In Relationship,3.0,
308.0,22.0,Male,Graduate,Russia,3.8,VKontakte,No,8.2,7.0,Single,2.0,5.0
309.0,19.0,Female,Undergraduate,USA,7.0,TikTok,Yes,5.1,4.0,In Relationship,4.0,9.0
310.0,21.0,Male,Graduate,UK,4.7,Instagram,Yes,6.9,6.0,Single,3.0,7.0
311.0,20.0,Female,Undergraduate,Australia,4.0,Facebook,No,7.8,7.0,In Relationship,2.0,5.0
312.0,22.0,Male,Graduate,Germany,3.2,Instagram,No,,8.0,Single,1.0,4.0
313.0,19.0,Female,Undergraduate,Japan,2.7,LINE,No,8.9,8.0,Single,1.0,3.0
314.0,21.0,Male,Graduate,Italy,4.9,TikTok,Yes,7.2,5.0,In Relationship,3.0,8.0
315.0,20.0,Female,Undergraduate,South Korea,4.2,KakaoTalk,Yes,7.6,6.0,Single,3.0,6.0
316.0,22.0,Male,Graduate,Russia,3.7,VKontakte,No,8.3,7.0,In Relationship,2.0,5.0
317.0,19.0,Female,Undergraduate,USA,7.1,Instagram,Yes,5.0,4.0,Single,4.0,9.0
318.0,21.0,Male,Graduate,UK,4.6,Facebook,Yes,7.0,6.0,In Relationship,3.0,7.0
319.0,20.0,Female,Undergraduate,Australia,3.9,Instagram,No,7.9,7.0,Single,2.0,5.0
320.0,22.0,Male,Graduate,Germany,3.1,Facebook,No,8.4,8.0,In Relationship,1.0,4.0
321.0,19.0,Female,Undergraduate,Spain,5.2,Instagram,Yes,6.8,6.0,Single,3.0,7.0
322.0,21.0,Male,Graduate,Denmark,4.1,Facebook,No,7.8,8.0,In Relationship,2.0,4.0
323.0,20.0,Female,Undergraduate,Ireland,5.0,Instagram,Yes,7.0,7.0,Single,3.0,6.0
324.0,22.0,Male,Graduate,India,5.8,WhatsApp,Yes,6.5,5.0,In Relationship,4.0,8.0
325.0,19.0,Female,Undergraduate,Switzerland,4.0,Instagram,No,7.9,8.0,Single,,4.0
326.0,21.0,Male,Graduate,Turkey,5.5,Instagram,Yes,6.7,6.0,Single,3.0,7.0
327.0,20.0,Female,,USA,6.8,TikTok,Yes,5.5,5.0,In Relationship,4.0,9.0
328.0,22.0,Male,Graduate,Mexico,5.6,WhatsApp,Yes,6.6,6.0,Single,3.0,7.0
329.0,19.0,Female,Undergraduate,France,4.5,Instagram,No,7.5,7.0,In Relationship,2.0,5.0
330.0,21.0,,Graduate,Canada,5.3,Instagram,Yes,6.9,6.0,Single,3.0,7.0
331.0,20.0,,Undergraduate,Spain,5.1,TikTok,Yes,6.7,6.0,Single,,7.0
332.0,22.0,Male,Graduate,Denmark,3.9,Facebook,No,7.9,8.0,In Relationship,2.0,4.0
333.0,19.0,Female,Undergraduate,Ireland,4.8,Instagram,Yes,7.1,7.0,Single,3.0,6.0
334.0,21.0,Male,Graduate,India,5.9,WhatsApp,Yes,6.4,5.0,In Relationship,4.0,8.0
335.0,20.0,Female,Undergraduate,Switzerland,3.8,Instagram,No,8.0,8.0,Single,2.0,4.0
336.0,22.0,Male,Graduate,Turkey,,TikTok,Yes,6.8,6.0,Single,3.0,7.0
,19.0,Female,Undergraduate,USA,6.9,Instagram,Yes,5.4,,In Relationship,4.0,9.0
338.0,21.0,Male,Graduate,Mexico,5.7,WhatsApp,Yes,6.5,6.0,Single,3.0,7.0
339.0,20.0,Female,Undergraduate,France,4.4,Instagram,No,7.6,7.0,In Relationship,2.0,5.0
340.0,22.0,Male,Graduate,Canada,5.2,TikTok,Yes,7.0,6.0,Single,3.0,7.0
341.0,19.0,Female,Undergraduate,Spain,5.0,Instagram,Yes,6.9,6.0,Single,3.0,7.0
342.0,21.0,Male,Graduate,Denmark,3.8,Facebook,No,8.0,8.0,In Relationship,2.0,4.0
343.0,20.0,Female,Undergraduate,Ireland,4.7,TikTok,Yes,7.2,7.0,Single,3.0,6.0
344.0,22.0,Male,Graduate,India,6.0,WhatsApp,Yes,6.3,5.0,In Relationship,4.0,8.0
345.0,19.0,Female,Undergraduate,Switzerland,3.7,Instagram,No,8.1,8.0,Single,2.0,4.0
346.0,21.0,Male,Graduate,Turkey,5.3,Instagram,Yes,6.9,6.0,Single,3.0,7.0
347.0,20.0,Female,Undergraduate,USA,7.0,TikTok,Yes,5.3,5.0,In Relationship,4.0,9.0
348.0,22.0,Male,Graduate,Mexico,5.8,,Yes,6.4,6.0,Single,3.0,7.0
349.0,19.0,Female,Undergraduate,France,4.3,Instagram,No,7.7,7.0,In Relationship,2.0,5.0
350.0,21.0,Male,Graduate,Canada,5.1,,Yes,7.1,6.0,Single,3.0,7.0
351.0,20.0,Female,Undergraduate,Spain,4.9,TikTok,Yes,7.0,6.0,Single,3.0,7.0
352.0,22.0,Male,Graduate,Denmark,3.7,Facebook,No,8.1,8.0,In Relationship,2.0,4.0
353.0,19.0,Female,Undergraduate,Ireland,4.6,Instagram,Yes,7.3,7.0,Single,3.0,6.0
354.0,21.0,Male,Graduate,India,6.1,WhatsApp,Yes,6.2,5.0,In Relationship,4.0,8.0
355.0,20.0,Female,Undergraduate,Switzerland,3.6,Instagram,No,8.2,8.0,Single,2.0,4.0
356.0,22.0,Male,Graduate,Turkey,5.2,TikTok,Yes,7.0,6.0,Single,3.0,7.0
357.0,-5.0,Female,Undergraduate,USA,7.1,Instagram,Yes,5.2,5.0,In Relationship,4.0,9.0
358.0,21.0,Male,Graduate,Mexico,5.9,WhatsApp,Yes,6.3,6.0,Single,3.0,7.0
359.0,20.0,Female,,France,4.2,Instagram,No,7.8,7.0,In Relationship,2.0,5.0
360.0,22.0,Male,Graduate,Canada,5.0,TikTok,Yes,7.2,6.0,Single,3.0,7.0
361.0,19.0,Female,Undergraduate,Spain,4.8,Instagram,Yes,7.1,6.0,Single,3.0,7.0
362.0,21.0,Male,Graduate,Denmark,3.6,Facebook,No,8.2,8.0,In Relationship,2.0,4.0
363.0,20.0,Female,Undergraduate,Ireland,4.5,TikTok,Yes,7.4,7.0,Single,3.0,6.0
364.0,22.0,Male,Graduate,India,6.2,WhatsApp,Yes,6.1,5.0,In Relationship,4.0,8.0
365.0,19.0,Female,Undergraduate,Switzerland,3.5,Instagram,No,8.3,8.0,Single,2.0,4.0
366.0,21.0,Male,Graduate,Turkey,5.1,Instagram,Yes,7.1,6.0,Single,3.0,7.0
367.0,20.0,Female,Undergraduate,USA,7.2,TikTok,Yes,5.1,5.0,In Relationship,4.0,9.0
368.0,22.0,Male,Graduate,Mexico,6.0,WhatsApp,Yes,6.2,6.0,Single,3.0,7.0
369.0,,Female,Undergraduate,France,4.1,Instagram,No,7.9,7.0,In Relationship,2.0,5.0
370.0,21.0,Male,Graduate,Canada,4.9,Instagram,Yes,7.3,6.0,Single,3.0,7.0
371.0,20.0,Female,Undergraduate,Spain,4.7,TikTok,Yes,7.2,6.0,Single,3.0,7.0
372.0,22.0,Male,Graduate,Denmark,3.5,Facebook,No,8.3,8.0,In Relationship,2.0,4.0
373.0,19.0,Female,Undergraduate,Ireland,4.4,Instagram,Yes,7.5,7.0,,,6.0
374.0,21.0,Male,Graduate,India,6.3,WhatsApp,Yes,6.0,5.0,In Relationship,4.0,8.0
375.0,20.0,Female,Undergraduate,Switzerland,3.4,Instagram,No,8.4,8.0,,2.0,4.0
376.0,22.0,Male,Graduate,Turkey,5.0,TikTok,Yes,7.2,6.0,Single,3.0,7.0
377.0,19.0,Female,Undergraduate,USA,7.3,,Yes,5.0,5.0,In Relationship,4.0,9.0
378.0,21.0,Male,Graduate,Mexico,6.1,WhatsApp,Yes,6.1,6.0,Single,3.0,7.0
379.0,20.0,Female,Undergraduate,France,4.0,Instagram,No,8.0,7.0,In Relationship,2.0,5.0
380.0,22.0,Male,,Canada,4.8,TikTok,Yes,7.4,6.0,Single,3.0,7.0
381.0,19.0,Female,Undergraduate,Spain,4.6,Instagram,Yes,7.3,6.0,Single,3.0,7.0
382.0,21.0,Male,Graduate,Denmark,3.4,Facebook,No,8.4,8.0,In Relationship,2.0,4.0
383.0,20.0,Female,Undergraduate,Ireland,4.3,TikTok,Yes,7.6,7.0,Single,3.0,6.0
384.0,22.0,Male,Graduate,India,6.4,WhatsApp,Yes,5.9,5.0,In Relationship,,8.0
385.0,19.0,Female,Undergraduate,Switzerland,,Instagram,No,8.5,8.0,Single,2.0,4.0
386.0,21.0,Male,Graduate,Turkey,4.9,Instagram,Yes,7.3,6.0,Single,3.0,7.0
387.0,20.0,Female,Undergraduate,USA,7.4,TikTok,Yes,4.9,5.0,In Relationship,4.0,9.0
388.0,22.0,Male,Graduate,Mexico,6.2,WhatsApp,Yes,6.0,6.0,Single,3.0,7.0
389.0,19.0,Female,Undergraduate,France,3.9,Instagram,No,8.1,7.0,In Relationship,2.0,5.0
390.0,21.0,Male,Graduate,Canada,4.7,Instagram,Yes,7.5,6.0,Single,3.0,7.0
391.0,20.0,Female,Undergraduate,Spain,4.5,TikTok,Yes,7.4,6.0,Single,3.0,7.0
392.0,22.0,Male,Graduate,Denmark,3.3,Facebook,No,8.5,8.0,In Relationship,2.0,4.0
393.0,19.0,Female,Undergraduate,Ireland,4.2,Instagram,Yes,7.7,7.0,Single,3.0,6.0
394.0,21.0,Male,Graduate,India,6.5,WhatsApp,Yes,5.8,5.0,In Relationship,4.0,8.0
395.0,20.0,Female,Undergraduate,Switzerland,3.2,Instagram,No,8.6,8.0,Single,2.0,4.0
396.0,22.0,Male,Graduate,Turkey,4.8,TikTok,Yes,7.4,6.0,Single,3.0,7.0
397.0,19.0,Female,Undergraduate,USA,7.5,Instagram,Yes,4.8,5.0,In Relationship,4.0,9.0
398.0,21.0,Male,Graduate,Mexico,6.3,WhatsApp,Yes,5.9,6.0,Single,3.0,7.0
399.0,20.0,Female,Undergraduate,France,3.8,Instagram,No,8.2,7.0,In Relationship,2.0,5.0
400.0,22.0,Male,Graduate,Canada,4.6,TikTok,Yes,7.6,6.0,Single,3.0,7.0
401.0,19.0,Female,Undergraduate,Spain,4.4,Instagram,Yes,7.5,,Single,3.0,7.0
402.0,21.0,Male,Graduate,Denmark,3.2,Facebook,No,8.6,8.0,In Relationship,2.0,4.0
403.0,20.0,Female,Undergraduate,Ireland,4.1,TikTok,Yes,7.8,7.0,Single,,6.0
404.0,22.0,,Graduate,India,6.6,WhatsApp,Yes,5.7,5.0,In Relationship,4.0,8.0
405.0,19.0,Female,Undergraduate,Switzerland,3.1,Instagram,No,8.7,8.0,Single,2.0,4.0
406.0,21.0,Male,Graduate,Turkey,4.7,Instagram,Yes,7.5,6.0,Single,3.0,7.0
407.0,20.0,Female,Undergraduate,USA,,TikTok,Yes,4.7,5.0,In Relationship,4.0,9.0
408.0,22.0,Male,Graduate,,6.4,WhatsApp,Yes,5.8,6.0,Single,3.0,7.0
409.0,19.0,Female,Undergraduate,France,3.7,Instagram,No,8.3,7.0,In Relationship,2.0,5.0
410.0,21.0,Male,Graduate,Canada,4.5,Instagram,Yes,7.7,6.0,Single,3.0,7.0
411.0,20.0,Female,Undergraduate,Spain,4.3,TikTok,Yes,7.6,6.0,Single,3.0,7.0
412.0,22.0,Male,Graduate,Denmark,3.1,Facebook,No,8.7,8.0,In Relationship,2.0,4.0
413.0,19.0,Female,Undergraduate,Ireland,4.0,Instagram,Yes,7.9,7.0,Single,3.0,6.0
414.0,21.0,Male,Graduate,India,6.7,WhatsApp,Yes,5.6,5.0,In Relationship,4.0,8.0
415.0,20.0,Female,Undergraduate,Switzerland,3.0,Instagram,No,8.8,8.0,Single,2.0,4.0
416.0,22.0,Male,Graduate,Turkey,4.6,TikTok,Yes,7.6,6.0,Single,3.0,7.0
417.0,19.0,Female,Undergraduate,USA,7.7,Instagram,Yes,4.6,5.0,In Relationship,4.0,9.0
418.0,21.0,Male,Graduate,Mexico,6.5,WhatsApp,Yes,5.7,6.0,Single,3.0,7.0
419.0,20.0,Female,,France,3.6,Instagram,No,8.4,7.0,,2.0,5.0
420.0,22.0,Male,Graduate,Canada,4.4,TikTok,Yes,7.8,6.0,Single,3.0,7.0
421.0,19.0,Female,Undergraduate,Spain,4.2,Instagram,Yes,7.7,6.0,,3.0,7.0
422.0,21.0,Male,Graduate,Denmark,3.0,Facebook,No,8.8,8.0,In Relationship,2.0,4.0
423.0,20.0,Female,Undergraduate,Ireland,3.9,TikTok,Yes,8.0,7.0,Single,3.0,6.0
424.0,22.0,Male,Graduate,India,6.8,WhatsApp,Yes,5.5,5.0,In Relationship,4.0,8.0
425.0,-5.0,Female,Undergraduate,Switzerland,2.9,Instagram,No,8.9,8.0,,2.0,4.0
426.0,21.0,Male,Graduate,Turkey,4.5,Instagram,Yes,7.7,6.0,Single,3.0,7.0
427.0,20.0,Female,Undergraduate,USA,7.8,TikTok,Yes,4.5,5.0,In Relationship,4.0,9.0
428.0,22.0,Male,Graduate,Mexico,6.6,WhatsApp,Yes,5.6,6.0,Single,3.0,7.0
429.0,19.0,Female,Undergraduate,France,3.5,Instagram,No,8.5,7.0,In Relationship,2.0,5.0
430.0,21.0,Male,Graduate,Canada,4.3,Instagram,Yes,7.9,6.0,Single,3.0,7.0
431.0,20.0,Female,Undergraduate,Spain,4.1,TikTok,Yes,7.8,6.0,Single,3.0,7.0
432.0,22.0,Male,Graduate,Denmark,2.9,Facebook,No,8.9,8.0,In Relationship,2.0,4.0
433.0,19.0,Female,Undergraduate,Ireland,3.8,Instagram,Yes,8.1,7.0,Single,3.0,6.0
,21.0,Male,Graduate,India,6.9,WhatsApp,Yes,5.4,5.0,In Relationship,4.0,8.0
435.0,20.0,Female,Undergraduate,Switzerland,2.8,Instagram,No,9.0,8.0,Single,2.0,4.0
,22.0,Male,Graduate,Turkey,4.4,TikTok,Yes,7.8,6.0,Single,,7.0
437.0,19.0,Female,Undergraduate,USA,7.9,Instagram,Yes,4.4,5.0,In Relationship,4.0,9.0
438.0,21.0,Male,Graduate,Mexico,6.7,WhatsApp,Yes,5.5,6.0,Single,3.0,7.0
439.0,20.0,Female,Undergraduate,France,3.4,Instagram,No,8.6,7.0,In Relationship,2.0,5.0
440.0,22.0,Male,Graduate,Canada,4.2,TikTok,Yes,8.0,6.0,Single,3.0,7.0
441.0,19.0,Female,Undergraduate,Spain,4.0,Instagram,Yes,7.9,6.0,Single,3.0,7.0
442.0,21.0,Male,Graduate,Denmark,2.8,Facebook,No,9.0,8.0,In Relationship,2.0,4.0
443.0,20.0,Female,Undergraduate,Ireland,3.7,TikTok,Yes,8.2,7.0,Single,3.0,6.0
444.0,22.0,Male,Graduate,India,7.0,WhatsApp,Yes,5.3,5.0,In Relationship,4.0,8.0
445.0,19.0,Female,Undergraduate,Switzerland,2.7,Instagram,No,9.1,8.0,Single,2.0,4.0
446.0,21.0,Male,Graduate,Turkey,4.3,Instagram,Yes,7.9,6.0,Single,3.0,7.0
447.0,20.0,Female,Undergraduate,USA,8.0,TikTok,Yes,4.3,5.0,In Relationship,4.0,9.0
448.0,22.0,Male,Graduate,Mexico,6.8,WhatsApp,Yes,5.4,6.0,Single,3.0,
449.0,19.0,Female,Undergraduate,France,3.3,Instagram,,8.7,7.0,In Relationship,2.0,5.0
450.0,21.0,Male,Graduate,Canada,4.1,Instagram,Yes,8.1,6.0,Single,3.0,7.0
451.0,20.0,Female,Undergraduate,Spain,3.9,TikTok,Yes,8.0,6.0,Single,3.0,7.0
452.0,22.0,Male,Graduate,Denmark,2.7,Facebook,No,9.1,8.0,In Relationship,2.0,4.0
453.0,19.0,Female,Undergraduate,Ireland,3.6,Instagram,Yes,8.3,7.0,Single,3.0,
454.0,21.0,Male,Graduate,India,7.1,WhatsApp,Yes,5.2,5.0,In Relationship,4.0,8.0
455.0,20.0,Female,Undergraduate,Switzerland,2.6,Instagram,,9.2,8.0,Single,2.0,4.0
456.0,22.0,Male,Graduate,Turkey,4.2,TikTok,Yes,8.0,6.0,Single,3.0,7.0
457.0,19.0,,Undergraduate,USA,8.1,Instagram,Yes,4.2,,In Relationship,4.0,9.0
458.0,21.0,Male,Graduate,Mexico,6.9,WhatsApp,Yes,5.3,6.0,Single,3.0,7.0
459.0,20.0,Female,Undergraduate,France,3.2,Instagram,No,8.8,7.0,In Relationship,2.0,5.0
460.0,22.0,Male,Graduate,,4.0,TikTok,Yes,8.2,6.0,Single,3.0,7.0
461.0,19.0,Female,Undergraduate,,3.8,Instagram,Yes,8.1,6.0,Single,3.0,7.0
462.0,21.0,Male,Graduate,Denmark,,Facebook,No,9.2,8.0,In Relationship,2.0,4.0
463.0,20.0,Female,Undergraduate,Ireland,3.5,TikTok,Yes,8.4,7.0,Single,3.0,6.0
464.0,22.0,Male,Graduate,India,7.2,WhatsApp,Yes,5.1,5.0,,4.0,8.0
465.0,19.0,Female,Undergraduate,Switzerland,2.5,Instagram,,9.3,8.0,Single,2.0,4.0
466.0,21.0,Male,Graduate,Turkey,4.1,Instagram,Yes,8.1,6.0,Single,3.0,7.0
467.0,20.0,Female,Undergraduate,USA,,TikTok,Yes,4.1,5.0,In Relationship,4.0,9.0
468.0,22.0,Male,Graduate,Mexico,7.0,WhatsApp,Yes,5.2,6.0,Single,3.0,7.0
469.0,19.0,Female,Undergraduate,France,3.1,Instagram,No,8.9,7.0,In Relationship,2.0,5.0
470.0,21.0,Male,Graduate,Canada,3.9,Instagram,Yes,8.3,6.0,Single,3.0,7.0
471.0,20.0,Female,Undergraduate,Spain,3.7,TikTok,Yes,8.2,6.0,Single,3.0,7.0
472.0,22.0,Male,Graduate,Denmark,2.5,Facebook,,9.3,8.0,In Relationship,2.0,4.0
473.0,19.0,Female,Undergraduate,Ireland,3.4,Instagram,Yes,8.5,7.0,Single,3.0,6.0
474.0,21.0,Male,Graduate,India,7.3,WhatsApp,Yes,5.0,5.0,In Relationship,4.0,8.0
475.0,20.0,Female,Undergraduate,Switzerland,2.4,Instagram,No,9.4,8.0,Single,2.0,4.0
476.0,22.0,Male,Graduate,Turkey,4.0,TikTok,Yes,8.2,6.0,,3.0,7.0
477.0,19.0,Female,Undergraduate,USA,8.3,Instagram,Yes,4.0,5.0,In Relationship,4.0,9.0
478.0,21.0,Male,Graduate,Mexico,7.1,WhatsApp,Yes,5.1,6.0,Single,3.0,7.0
479.0,20.0,Female,Undergraduate,France,3.0,Instagram,No,9.0,7.0,In Relationship,2.0,5.0
480.0,22.0,Male,Graduate,Canada,3.8,TikTok,Yes,8.4,6.0,Single,3.0,7.0
481.0,19.0,Female,Undergraduate,Spain,,Instagram,Yes,8.3,6.0,Single,3.0,7.0
482.0,21.0,Male,Graduate,Denmark,2.4,Facebook,No,9.4,8.0,In Relationship,2.0,4.0
483.0,20.0,Female,Undergraduate,Ireland,3.3,TikTok,Yes,8.6,7.0,Single,3.0,6.0
484.0,22.0,Male,Graduate,India,7.4,WhatsApp,Yes,4.9,5.0,In Relationship,4.0,8.0
485.0,19.0,Female,Undergraduate,Switzerland,2.3,Instagram,,9.5,8.0,Single,2.0,4.0
486.0,21.0,Male,Graduate,Turkey,3.9,Instagram,Yes,8.3,6.0,Single,3.0,7.0
487.0,20.0,Female,Undergraduate,USA,8.4,TikTok,Yes,3.9,5.0,In Relationship,4.0,9.0
,22.0,Male,Graduate,Mexico,7.2,WhatsApp,Yes,5.0,6.0,Single,3.0,7.0
489.0,19.0,Female,Undergraduate,France,2.9,Instagram,No,9.1,7.0,In Relationship,2.0,5.0
490.0,21.0,Male,Graduate,Canada,3.7,Instagram,Yes,8.5,6.0,Single,3.0,7.0
491.0,20.0,Female,Undergraduate,Spain,3.5,TikTok,Yes,8.4,6.0,Single,,7.0
492.0,22.0,Male,Graduate,Denmark,2.3,Facebook,No,9.5,8.0,In Relationship,2.0,4.0
493.0,19.0,Female,Undergraduate,Ireland,3.2,Instagram,Yes,8.7,7.0,Single,3.0,6.0
494.0,21.0,Male,Graduate,India,7.5,WhatsApp,Yes,4.8,5.0,In Relationship,4.0,8.0
495.0,20.0,Female,Undergraduate,Switzerland,2.2,Instagram,No,9.6,8.0,Single,2.0,4.0
496.0,22.0,Male,Graduate,,3.8,TikTok,Yes,8.4,6.0,Single,3.0,7.0
497.0,19.0,Female,Undergraduate,,8.5,Instagram,Yes,3.8,5.0,In Relationship,4.0,9.0
498.0,21.0,Male,Graduate,Mexico,7.3,WhatsApp,Yes,4.9,6.0,Single,3.0,7.0
,20.0,Female,Undergraduate,France,2.8,Instagram,No,9.2,7.0,In Relationship,2.0,5.0
500.0,22.0,Male,Graduate,Canada,3.6,TikTok,Yes,8.6,6.0,Single,3.0,7.0
501.0,19.0,Female,Undergraduate,Brazil,6.2,WhatsApp,Yes,6.3,6.0,Single,3.0,7.0
502.0,21.0,Male,Graduate,China,4.5,WeChat,No,7.8,7.0,In Relationship,2.0,5.0
503.0,20.0,Female,Undergraduate,Netherlands,3.8,Instagram,No,8.2,,Single,2.0,4.0
504.0,22.0,Male,Graduate,New Zealand,4.7,Instagram,,7.5,7.0,In Relationship,3.0,6.0
505.0,19.0,Female,Undergraduate,Singapore,5.1,TikTok,Yes,7.0,6.0,Single,3.0,7.0
506.0,21.0,Male,Graduate,Malaysia,5.5,WhatsApp,Yes,6.8,6.0,Single,3.0,7.0
507.0,20.0,Female,Undergraduate,UAE,6.5,Instagram,Yes,6.5,5.0,In Relationship,4.0,8.0
508.0,22.0,Male,Graduate,Poland,4.2,Facebook,No,7.9,7.0,Single,2.0,5.0
509.0,19.0,Female,Undergraduate,India,6.8,WhatsApp,Yes,6.0,5.0,In Relationship,4.0,8.0
510.0,-5.0,Male,Graduate,Canada,4.8,Instagram,Yes,7.4,7.0,Single,3.0,6.0
511.0,20.0,Female,Undergraduate,Brazil,6.1,Instagram,Yes,6.4,6.0,Single,3.0,7.0
512.0,22.0,Male,Graduate,China,4.4,WeChat,No,7.9,7.0,In Relationship,2.0,5.0
513.0,19.0,Female,Undergraduate,Netherlands,3.7,TikTok,No,8.3,8.0,Single,2.0,4.0
514.0,21.0,Male,Graduate,New Zealand,4.6,Instagram,Yes,7.6,7.0,In Relationship,3.0,6.0
